id,Time,LOAD,ELONGATION,TIME,EXTENSION,,,Strain,Stress(N/m2),,,
384, 2025-09-04 13:18:15,213.164,0,59.9,2.4622,,,0.068394444,108913481.3,,,
385, 2025-09-04 13:18:16,213.154,0,60,2.4622,,,0.068394444,108908371.8,,,
386, 2025-09-04 13:18:16,213.124,0,60.2,2.4762,,,0.068783333,108893043.7,,,
387, 2025-09-04 13:18:16,213.094,0,60.5,2.5245,,,0.070125,108877715.6,,,
388, 2025-09-04 13:18:16,213.044,0,60.7,2.5245,,,0.070125,108852168.8,,,
389, 2025-09-04 13:18:16,213.014,0,60.9,2.5386,,,0.070516667,108836840.7,,,
390, 2025-09-04 13:18:17,212.994,0,61.2,2.5386,,,0.070516667,108826621.9,,,
391, 2025-09-04 13:18:17,212.984,0,61.4,2.5386,,,0.070516667,108821512.5,,,
392, 2025-09-04 13:18:17,212.974,0,61.5,2.5386,,,0.070516667,108816403.1,,,
393, 2025-09-04 13:18:17,212.954,0,61.5,2.5386,,,0.070516667,108806184.4,,,
394, 2025-09-04 13:18:17,212.924,0,61.7,2.5573,,,0.071036111,108790856.3,,,
395, 2025-09-04 13:18:18,212.874,0,61.9,2.604,,,0.072333333,108765309.4,,,
396, 2025-09-04 13:18:18,212.824,0,62.2,2.604,,,0.072333333,108739762.5,,,
397, 2025-09-04 13:18:18,212.804,0,62.3,2.604,,,0.072333333,108729543.8,,,
398, 2025-09-04 13:18:18,212.804,0,62.4,2.6212,,,0.072811111,108729543.8,,,
399, 2025-09-04 13:18:18,212.784,0,62.5,2.6212,,,0.072811111,108719325,,,
400, 2025-09-04 13:18:18,212.764,0,62.5,2.6212,,,0.072811111,108709106.2,,,
401, 2025-09-04 13:18:18,212.674,0,62.7,2.6212,,,0.072811111,108663121.8,,,
402, 2025-09-04 13:18:19,212.614,0,63,2.6212,,,0.072811111,108632465.6,,,
403, 2025-09-04 13:18:19,212.584,0,63.1,2.6212,,,0.072811111,108617137.5,,,
404, 2025-09-04 13:18:19,212.554,0,63.2,2.6212,,,0.072811111,108601809.3,,,
405, 2025-09-04 13:18:19,212.554,0,63.3,2.6212,,,0.072811111,108601809.3,,,
406, 2025-09-04 13:18:19,212.534,0,63.4,2.6212,,,0.072811111,108591590.7,,,
407, 2025-09-04 13:18:19,212.504,0,63.4,2.6367,,,0.073241667,108576262.5,,,
408, 2025-09-04 13:18:19,212.444,0,63.5,2.6367,,,0.073241667,108545606.3,,,
409, 2025-09-04 13:18:19,212.364,0,63.8,2.6367,,,0.073241667,108504731.3,,,
410, 2025-09-04 13:18:19,212.333,0,63.9,2.6835,,,0.074541667,108488892.2,,,
411, 2025-09-04 13:18:20,212.333,0,64,2.6835,,,0.074541667,108488892.2,,,
412, 2025-09-04 13:18:20,212.293,0,64,2.7006,,,0.075016667,108468454.7,,,
413, 2025-09-04 13:18:20,212.173,0,64.3,2.7006,,,0.075016667,108407142.2,,,
414, 2025-09-04 13:18:20,212.083,0,64.5,2.7006,,,0.075016667,108361157.8,,,
415, 2025-09-04 13:18:20,212.033,0,64.6,2.7006,,,0.075016667,108335611,,,
416, 2025-09-04 13:18:20,212.033,0,64.7,2.7006,,,0.075016667,108335611,,,
417, 2025-09-04 13:18:20,211.953,0,64.7,2.7006,,,0.075016667,108294735.9,,,
418, 2025-09-04 13:18:21,211.863,0,65,2.7006,,,0.075016667,108248751.6,,,
419, 2025-09-04 13:18:21,211.753,0,65.3,2.7162,,,0.07545,108192548.4,,,
420, 2025-09-04 13:18:21,211.633,0,65.4,2.763,,,0.07675,108131235.9,,,
421, 2025-09-04 13:18:21,211.463,0,65.6,2.763,,,0.07675,108044376.6,,,
422, 2025-09-04 13:18:21,211.343,0,65.8,2.7817,,,0.077269444,107983064.1,,,
423, 2025-09-04 13:18:22,211.293,0,66.1,2.7817,,,0.077269444,107957517.2,,,
424, 2025-09-04 13:18:22,211.173,0,66.2,2.7817,,,0.077269444,107896204.7,,,
425, 2025-09-04 13:18:22,211.122,0,66.3,2.7817,,,0.077269444,107870146.9,,,
426, 2025-09-04 13:18:22,211.062,0,66.4,2.7817,,,0.077269444,107839490.6,,,
427, 2025-09-04 13:18:22,210.932,0,66.6,2.7957,,,0.077658333,107773068.8,,,
428, 2025-09-04 13:18:22,210.702,0,66.8,2.7957,,,0.077658333,107655553.1,,,
429, 2025-09-04 13:18:23,210.542,0,67.1,2.8471,,,0.079086111,107573803.2,,,
430, 2025-09-04 13:18:23,210.462,0,67.2,2.8471,,,0.079086111,107532928.1,,,
431, 2025-09-04 13:18:23,210.462,0,67.3,2.8658,,,0.079605556,107532928.1,,,
432, 2025-09-04 13:18:23,210.382,0,67.4,2.8658,,,0.079605556,107492053.1,,,
433, 2025-09-04 13:18:23,210.302,0,67.4,2.8658,,,0.079605556,107451178.2,,,
434, 2025-09-04 13:18:23,210.212,0,67.5,2.8658,,,0.079605556,107405193.8,,,
435, 2025-09-04 13:18:23,210.132,0,67.6,2.8658,,,0.079605556,107364318.8,,,
436, 2025-09-04 13:18:23,209.881,0,67.8,2.8658,,,0.079605556,107236073.4,,,
437, 2025-09-04 13:18:24,209.691,0,68.1,2.8799,,,0.079997222,107138995.3,,,
438, 2025-09-04 13:18:24,209.491,0,68.3,2.8799,,,0.079997222,107036807.8,,,
439, 2025-09-04 13:18:24,209.401,0,68.4,2.8799,,,0.079997222,106990823.4,,,
440, 2025-09-04 13:18:24,209.301,0,68.5,2.9266,,,0.081294444,106939729.7,,,
441, 2025-09-04 13:18:24,209.211,0,68.6,2.9266,,,0.081294444,106893745.3,,,
442, 2025-09-04 13:18:24,209.211,0,68.7,2.9406,,,0.081683333,106893745.3,,,
443, 2025-09-04 13:18:24,209.111,0,68.8,2.9406,,,0.081683333,106842651.6,,,
444, 2025-09-04 13:18:24,208.911,0,68.8,2.9406,,,0.081683333,106740464.1,,,
445, 2025-09-04 13:18:25,208.691,0,69.1,2.9406,,,0.081683333,106628057.8,,,
446, 2025-09-04 13:18:25,208.58,0,69.2,2.9406,,,0.081683333,106571343.8,,,
447, 2025-09-04 13:18:25,208.58,0,69.2,2.9406,,,0.081683333,106571343.8,,,
448, 2025-09-04 13:18:25,208.24,0,69.5,2.9406,,,0.081683333,106397625,,,
449, 2025-09-04 13:18:25,208.13,0,69.7,2.9406,,,0.081683333,106341421.9,,,
450, 2025-09-04 13:18:25,207.89,0,69.7,2.9406,,,0.081683333,106218796.9,,,
451, 2025-09-04 13:18:26,207.65,0,70,2.9547,,,0.082075,106096171.9,,,
452, 2025-09-04 13:18:26,207.53,0,70.2,2.9547,,,0.082075,106034859.4,,,
453, 2025-09-04 13:18:26,207.139,0,70.4,3.0061,,,0.083502778,105835082.8,,,
454, 2025-09-04 13:18:26,206.859,0,70.6,3.0248,,,0.084022222,105692020.3,,,
455, 2025-09-04 13:18:26,206.589,0,70.7,3.0248,,,0.084022222,105554067.2,,,
456, 2025-09-04 13:18:26,206.449,0,70.9,3.0248,,,0.084022222,105482535.9,,,
457, 2025-09-04 13:18:27,206.168,0,71.1,3.0248,,,0.084022222,105338962.5,,,
458, 2025-09-04 13:18:27,205.868,0,71.4,3.0248,,,0.084022222,105185681.3,,,
459, 2025-09-04 13:18:27,205.718,0,71.4,3.0419,,,0.084497222,105109040.7,,,
460, 2025-09-04 13:18:27,205.558,0,71.5,3.0419,,,0.084497222,105027290.6,,,
461, 2025-09-04 13:18:27,205.398,0,71.6,3.0419,,,0.084497222,104945540.6,,,
462, 2025-09-04 13:18:27,205.248,0,71.6,3.0902,,,0.085838889,104868900,,,
463, 2025-09-04 13:18:28,204.927,0,71.9,3.0902,,,0.085838889,104704889.1,,,
464, 2025-09-04 13:18:28,204.457,0,72.1,3.1043,,,0.086230556,104464748.4,,,
465, 2025-09-04 13:18:28,204.137,0,72.4,3.1043,,,0.086230556,104301248.5,,,
466, 2025-09-04 13:18:28,203.786,0,72.6,3.1043,,,0.086230556,104121909.4,,,
467, 2025-09-04 13:18:28,203.446,0,72.8,3.1043,,,0.086230556,103948190.6,,,
468, 2025-09-04 13:18:28,203.266,0,72.9,3.1043,,,0.086230556,103856221.8,,,
469, 2025-09-04 13:18:29,203.086,0,73,3.1167,,,0.086575,103764253.1,,,
470, 2025-09-04 13:18:29,203.086,0,73.1,3.1167,,,0.086575,103764253.1,,,
471, 2025-09-04 13:18:29,202.896,0,73.2,3.1167,,,0.086575,103667175,,,
472, 2025-09-04 13:18:29,202.515,0,73.2,3.1635,,,0.087875,103472507.8,,,
473, 2025-09-04 13:18:29,202.315,0,73.3,3.1635,,,0.087875,103370320.3,,,
474, 2025-09-04 13:18:29,202.115,0,73.4,3.1635,,,0.087875,103268132.8,,,
475, 2025-09-04 13:18:29,201.725,0,73.6,3.1822,,,0.088394444,103068867.2,,,
476, 2025-09-04 13:18:29,201.324,0,73.9,3.1822,,,0.088394444,102863981.3,,,
477, 2025-09-04 13:18:30,201.124,0,74,3.1822,,,0.088394444,102761793.7,,,
478, 2025-09-04 13:18:30,200.924,0,74.1,3.1822,,,0.088394444,102659606.3,,,
479, 2025-09-04 13:18:30,200.724,0,74.2,3.1822,,,0.088394444,102557418.8,,,
480, 2025-09-04 13:18:30,200.514,0,74.3,3.1822,,,0.088394444,102450121.9,,,
481, 2025-09-04 13:18:30,200.314,0,74.4,3.1822,,,0.088394444,102347934.3,,,
482, 2025-09-04 13:18:30,200.104,0,74.5,3.1978,,,0.088827778,102240637.5,,,
483, 2025-09-04 13:18:30,200.104,0,74.6,3.1978,,,0.088827778,102240637.5,,,
484, 2025-09-04 13:18:30,199.673,0,74.7,3.1978,,,0.088827778,102020423.5,,,
485, 2025-09-04 13:18:30,199.453,0,74.7,3.2492,,,0.090255556,101908017.2,,,
486, 2025-09-04 13:18:30,199.213,0,74.9,3.2492,,,0.090255556,101785392.2,,,
487, 2025-09-04 13:18:31,198.983,0,75,3.2492,,,0.090255556,101667876.6,,,
488, 2025-09-04 13:18:31,198.492,0,75.2,3.2663,,,0.090730556,101417006.3,,,
489, 2025-09-04 13:18:31,198.022,0,75.4,3.2663,,,0.090730556,101176865.6,,,
490, 2025-09-04 13:18:31,197.541,0,75.6,3.2663,,,0.090730556,100931104.7,,,
491, 2025-09-04 13:18:31,197.041,0,75.8,3.2663,,,0.090730556,100675635.9,,,
492, 2025-09-04 13:18:32,196.28,0,76,3.2663,,,0.090730556,100286812.5,,,
493, 2025-09-04 13:18:32,195.76,0,76.2,3.2803,,,0.091119444,100021125,,,
494, 2025-09-04 13:18:32,195.49,0,76.5,3.2803,,,0.091119444,99883171.84,,,
495, 2025-09-04 13:18:32,194.939,0,76.6,3.324,,,0.092333333,99601645.35,,,
496, 2025-09-04 13:18:32,194.389,0,76.8,3.324,,,0.092333333,99320629.65,,,
497, 2025-09-04 13:18:33,193.548,0,77.1,3.3458,,,0.092938889,98890931.25,,,
498, 2025-09-04 13:18:33,193.268,0,77.2,3.3458,,,0.092938889,98747868.78,,,
499, 2025-09-04 13:18:33,192.978,0,77.3,3.3458,,,0.092938889,98599696.88,,,
500, 2025-09-04 13:18:33,192.677,0,77.4,3.3458,,,0.092938889,98445904.72,,,
501, 2025-09-04 13:18:33,192.077,0,77.6,3.3458,,,0.092938889,98139342.22,,,
502, 2025-09-04 13:18:33,191.126,0,77.8,3.3614,,,0.093372222,97653440.63,,,
503, 2025-09-04 13:18:34,190.486,0,78,3.3614,,,0.093372222,97326440.62,,,
504, 2025-09-04 13:18:34,189.845,0,78.3,3.4113,,,0.094758333,96998929.69,,,
505, 2025-09-04 13:18:34,189.515,0,78.4,3.4113,,,0.094758333,96830320.32,,,
506, 2025-09-04 13:18:34,189.515,0,78.5,3.43,,,0.095277778,96830320.32,,,
507, 2025-09-04 13:18:34,189.195,0,78.5,3.43,,,0.095277778,96666820.31,,,
508, 2025-09-04 13:18:34,188.854,0,78.6,3.43,,,0.095277778,96492590.62,,,
509, 2025-09-04 13:18:34,188.524,0,78.7,3.43,,,0.095277778,96323981.25,,,
510, 2025-09-04 13:18:34,188.184,0,78.8,3.43,,,0.095277778,96150262.5,,,
511, 2025-09-04 13:18:35,187.503,0,78.9,3.43,,,0.095277778,95802314.06,,,
512, 2025-09-04 13:18:35,186.793,0,79.1,3.43,,,0.095277778,95439548.43,,,
513, 2025-09-04 13:18:35,186.072,0,79.4,3.43,,,0.095277778,95071162.5,,,
514, 2025-09-04 13:18:35,186.072,0,79.5,3.4455,,,0.095708333,95071162.5,,,
515, 2025-09-04 13:18:35,185.712,0,79.6,3.4455,,,0.095708333,94887225,,,
516, 2025-09-04 13:18:35,184.961,0,79.6,3.497,,,0.097138889,94503510.94,,,
517, 2025-09-04 13:18:35,184.21,0,79.8,3.497,,,0.097138889,94119796.87,,,
518, 2025-09-04 13:18:36,183.43,0,80.1,3.5094,,,0.097483333,93721265.62,,,
519, 2025-09-04 13:18:36,182.649,0,80.3,3.5094,,,0.097483333,93322223.44,,,
520, 2025-09-04 13:18:36,182.249,0,80.4,3.5094,,,0.097483333,93117848.44,,,
521, 2025-09-04 13:18:36,181.849,0,80.5,3.5094,,,0.097483333,92913473.43,,,
522, 2025-09-04 13:18:36,181.438,0,80.6,3.5094,,,0.097483333,92703478.12,,,
523, 2025-09-04 13:18:36,180.618,0,80.8,3.5094,,,0.097483333,92284509.38,,,
524, 2025-09-04 13:18:37,179.347,0,81,3.525,,,0.097916667,91635107.81,,,
525, 2025-09-04 13:18:37,178.476,0,81.2,3.525,,,0.097916667,91190081.25,,,
526, 2025-09-04 13:18:37,178.035,0,81.5,3.5718,,,0.099216667,90964757.81,,,
527, 2025-09-04 13:18:37,177.135,0,81.6,3.5905,,,0.099736111,90504914.06,,,
528, 2025-09-04 13:18:37,175.754,0,81.9,3.5905,,,0.099736111,89799309.38,,,
529, 2025-09-04 13:18:38,175.754,0,81.9,3.5905,,,0.099736111,89799309.38,,,
530, 2025-09-04 13:18:38,175.273,0,82,3.5905,,,0.099736111,89553548.43,,,
531, 2025-09-04 13:18:38,174.803,0,82.1,3.5905,,,0.099736111,89313407.82,,,
532, 2025-09-04 13:18:38,173.842,0,82.3,3.5905,,,0.099736111,88822396.87,,,
533, 2025-09-04 13:18:38,172.361,0,82.5,3.6045,,,0.100125,88065698.44,,,
534, 2025-09-04 13:18:38,171.34,0,82.8,3.6045,,,0.100125,87544031.25,,,
535, 2025-09-04 13:18:39,170.319,0,83,3.6559,,,0.101552778,87022364.06,,,
536, 2025-09-04 13:18:39,170.319,0,83.1,3.6559,,,0.101552778,87022364.06,,,
537, 2025-09-04 13:18:39,169.789,0,83.1,3.6731,,,0.102030556,86751567.18,,,
538, 2025-09-04 13:18:39,168.187,0,83.3,3.6731,,,0.102030556,85933045.31,,,
539, 2025-09-04 13:18:39,167.087,0,83.5,3.6731,,,0.102030556,85371014.07,,,
540, 2025-09-04 13:18:39,165.966,0,83.8,3.6731,,,0.102030556,84798253.13,,,
541, 2025-09-04 13:18:39,165.395,0,83.9,3.6731,,,0.102030556,84506507.82,,,
542, 2025-09-04 13:18:40,164.825,0,84,3.6731,,,0.102030556,84215273.44,,,
543, 2025-09-04 13:18:40,164.825,0,84.1,3.6731,,,0.102030556,84215273.44,,,
544, 2025-09-04 13:18:40,163.644,0,84.1,3.6731,,,0.102030556,83611856.25,,,
545, 2025-09-04 13:18:40,162.433,0,84.4,3.6871,,,0.102419444,82993110.93,,,
546, 2025-09-04 13:18:40,161.822,0,84.5,3.6871,,,0.102419444,82680928.13,,,
547, 2025-09-04 13:18:40,161.822,0,84.6,3.7385,,,0.103847222,82680928.13,,,
548, 2025-09-04 13:18:40,160.561,0,84.6,3.7385,,,0.103847222,82036635.93,,,
549, 2025-09-04 13:18:40,159.921,0,84.7,3.7385,,,0.103847222,81709635.94,,,
550, 2025-09-04 13:18:41,158.62,0,85,3.7541,,,0.104280556,81044906.25,,,
551, 2025-09-04 13:18:41,157.949,0,85.1,3.7541,,,0.104280556,80702067.19,,,
552, 2025-09-04 13:18:41,157.268,0,85.2,3.7541,,,0.104280556,80354118.75,,,
553, 2025-09-04 13:18:41,156.558,0,85.3,3.7541,,,0.104280556,79991353.13,,,
554, 2025-09-04 13:18:41,155.837,0,85.4,3.7541,,,0.104280556,79622967.19,,,
555, 2025-09-04 13:18:41,155.077,0,85.5,3.7541,,,0.104280556,79234654.68,,,
556, 2025-09-04 13:18:41,153.405,0,85.6,3.7541,,,0.104280556,78380367.19,,,
557, 2025-09-04 13:18:41,152.395,0,85.7,3.7541,,,0.104280556,77864320.31,,,
558, 2025-09-04 13:18:41,152.395,0,85.8,3.7728,,,0.1048,77864320.31,,,
559, 2025-09-04 13:18:41,151.053,0,85.9,3.7728,,,0.1048,77178642.19,,,
560, 2025-09-04 13:18:42,149.182,0,85.9,3.7728,,,0.1048,76222678.12,,,
561, 2025-09-04 13:18:42,142.957,0,86.2,3.818,,,0.106055556,73042092.18,,,
562, 2025-09-04 13:18:42,125.833,0,86.4,3.818,,,0.106055556,64292798.43,,,
563, 2025-09-04 13:18:42,118.747,0,86.6,3.8367,,,0.106575,60672295.31,,,
564, 2025-09-04 13:18:42,103.955,0,86.8,3.8367,,,0.106575,53114507.82,,,
565, 2025-09-04 13:18:43,88.242,0,87,3.8367,,,0.106575,45086146.88,,,
566, 2025-09-04 13:18:43,72.089,0,87.2,3.8367,,,0.106575,36832973.44,,,
567, 2025-09-04 13:18:43,51.262,0,87.4,3.8601,,,0.107225,26191678.12,,,
568, 2025-09-04 13:18:43,39.933,0,87.6,3.8601,,,0.107225,20403267.19,,,
569, 2025-09-04 13:18:43,34.578,0,87.8,3.9411,,,0.109475,17667196.88,,,
570, 2025-09-04 13:18:44,29.394,0,87.9,3.9645,,,0.110125,15018496.88,,,
571, 2025-09-04 13:18:44,19.696,0,88.1,3.9645,,,0.110125,10063425,,,
